Reporting level,Province/territory,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Saskatchewan,n/a,Hip Replacement,% meeting benchmark,2008,Proportion,56
Provincial,Saskatchewan,n/a,Hip Replacement,50th percentile,2008,Days,157
Provincial,Saskatchewan,n/a,Hip Replacement,90th percentile,2008,Days,482
Provincial,Saskatchewan,n/a,Hip Replacement,Volume,2008,Number of cases,497
Provincial,Saskatchewan,n/a,Knee Replacement,% meeting benchmark,2008,Proportion,37
Provincial,Saskatchewan,n/a,Knee Replacement,50th percentile,2008,Days,246
Provincial,Saskatchewan,n/a,Knee Replacement,90th percentile,2008,Days,613
Provincial,Saskatchewan,n/a,Knee Replacement,Volume,2008,Number of cases,818
Provincial,Saskatchewan,n/a,Radiation Therapy,% meeting benchmark,2008,Proportion,81
Provincial,Saskatchewan,n/a,Radiation Therapy,50th percentile,2008,Days,14
Provincial,Saskatchewan,n/a,Radiation Therapy,90th percentile,2008,Days,36
Provincial,Saskatchewan,n/a,Radiation Therapy,Volume,2008,Number of cases,781
Provincial,Saskatchewan,n/a,Cataract Surgery,% meeting benchmark,2008,Proportion,48
Provincial,Saskatchewan,n/a,Cataract Surgery,50th percentile,2008,Days,118
Provincial,Saskatchewan,n/a,Cataract Surgery,90th percentile,2008,Days,334
Provincial,Saskatchewan,n/a,Cataract Surgery,Volume,2008,Number of cases,3423
Provincial,Saskatchewan,n/a,CABG,% meeting benchmark,2008,Proportion,98
Provincial,Saskatchewan,n/a,CABG,50th percentile,2008,Days,4
Provincial,Saskatchewan,n/a,CABG,90th percentile,2008,Days,69
Provincial,Saskatchewan,n/a,CABG,Volume,2008,Number of cases,309
Provincial,Saskatchewan,n/a,Hip Replacement,% meeting benchmark,2009,Proportion,64
Provincial,Saskatchewan,n/a,Hip Replacement,50th percentile,2009,Days,131
Provincial,Saskatchewan,n/a,Hip Replacement,90th percentile,2009,Days,403
Provincial,Saskatchewan,n/a,Hip Replacement,Volume,2009,Number of cases,570
Provincial,Saskatchewan,n/a,Knee Replacement,% meeting benchmark,2009,Proportion,48
Provincial,Saskatchewan,n/a,Knee Replacement,50th percentile,2009,Days,194
Provincial,Saskatchewan,n/a,Knee Replacement,90th percentile,2009,Days,463
Provincial,Saskatchewan,n/a,Knee Replacement,Volume,2009,Number of cases,1086
Provincial,Saskatchewan,n/a,Radiation Therapy,% meeting benchmark,2009,Proportion,97
Provincial,Saskatchewan,n/a,Radiation Therapy,50th percentile,2009,Days,8
Provincial,Saskatchewan,n/a,Radiation Therapy,90th percentile,2009,Days,22
Provincial,Saskatchewan,n/a,Radiation Therapy,Volume,2009,Number of cases,832
Provincial,Saskatchewan,n/a,Hip Fracture Repair,% meeting benchmark,2009,Proportion,75
Provincial,Saskatchewan,n/a,Hip Fracture Repair,50th percentile,2009,Hours,26
Provincial,Saskatchewan,n/a,Hip Fracture Repair,90th percentile,2009,Hours,84
Provincial,Saskatchewan,n/a,Hip Fracture Repair,Volume,2009,Number of cases,365
Provincial,Saskatchewan,n/a,Cataract Surgery,% meeting benchmark,2009,Proportion,59
Provincial,Saskatchewan,n/a,Cataract Surgery,50th percentile,2009,Days,95
Provincial,Saskatchewan,n/a,Cataract Surgery,90th percentile,2009,Days,350
Provincial,Saskatchewan,n/a,Cataract Surgery,Volume,2009,Number of cases,3249
Provincial,Saskatchewan,n/a,CABG,% meeting benchmark,2009,Proportion,97
Provincial,Saskatchewan,n/a,CABG,50th percentile,2009,Days,5
Provincial,Saskatchewan,n/a,CABG,90th percentile,2009,Days,90
Provincial,Saskatchewan,n/a,CABG,Volume,2009,Number of cases,329
Provincial,Saskatchewan,n/a,Hip Replacement,% meeting benchmark,2010,Proportion,69
Provincial,Saskatchewan,n/a,Hip Replacement,50th percentile,2010,Days,110
Provincial,Saskatchewan,n/a,Hip Replacement,90th percentile,2010,Days,401
Provincial,Saskatchewan,n/a,Hip Replacement,Volume,2010,Number of cases,517
Provincial,Saskatchewan,n/a,Knee Replacement,% meeting benchmark,2010,Proportion,61
Provincial,Saskatchewan,n/a,Knee Replacement,50th percentile,2010,Days,135
Provincial,Saskatchewan,n/a,Knee Replacement,90th percentile,2010,Days,428
Provincial,Saskatchewan,n/a,Knee Replacement,Volume,2010,Number of cases,838
Provincial,Saskatchewan,n/a,Radiation Therapy,% meeting benchmark,2010,Proportion,97
Provincial,Saskatchewan,n/a,Radiation Therapy,50th percentile,2010,Days,6
Provincial,Saskatchewan,n/a,Radiation Therapy,90th percentile,2010,Days,20
Provincial,Saskatchewan,n/a,Radiation Therapy,Volume,2010,Number of cases,891
Provincial,Saskatchewan,n/a,Hip Fracture Repair,% meeting benchmark,2010,Proportion,72
Provincial,Saskatchewan,n/a,Hip Fracture Repair,50th percentile,2010,Hours,33
Provincial,Saskatchewan,n/a,Hip Fracture Repair,90th percentile,2010,Hours,88
Provincial,Saskatchewan,n/a,Hip Fracture Repair,Volume,2010,Number of cases,507
Provincial,Saskatchewan,n/a,Cataract Surgery,% meeting benchmark,2010,Proportion,62
Provincial,Saskatchewan,n/a,Cataract Surgery,50th percentile,2010,Days,81
Provincial,Saskatchewan,n/a,Cataract Surgery,90th percentile,2010,Days,252
Provincial,Saskatchewan,n/a,Cataract Surgery,Volume,2010,Number of cases,3196
Provincial,Saskatchewan,n/a,MRI Scan,50th percentile,2010,Days,31
Provincial,Saskatchewan,n/a,MRI Scan,90th percentile,2010,Days,99
Provincial,Saskatchewan,n/a,MRI Scan,Volume,2010,Number of cases,8776
Provincial,Saskatchewan,n/a,CT Scan,50th percentile,2010,Days,22
Provincial,Saskatchewan,n/a,CT Scan,90th percentile,2010,Days,70
Provincial,Saskatchewan,n/a,CABG,% meeting benchmark,2010,Proportion,100
Provincial,Saskatchewan,n/a,CABG,50th percentile,2010,Days,4
Provincial,Saskatchewan,n/a,CABG,90th percentile,2010,Days,25
Provincial,Saskatchewan,n/a,CABG,Volume,2010,Number of cases,312
Provincial,Saskatchewan,n/a,Hip Replacement,% meeting benchmark,2011,Proportion,75
Provincial,Saskatchewan,n/a,Hip Replacement,50th percentile,2011,Days,102
Provincial,Saskatchewan,n/a,Hip Replacement,90th percentile,2011,Days,324
Provincial,Saskatchewan,n/a,Hip Replacement,Volume,2011,Number of cases,556
Provincial,Saskatchewan,n/a,Knee Replacement,% meeting benchmark,2011,Proportion,62
Provincial,Saskatchewan,n/a,Knee Replacement,50th percentile,2011,Days,139
Provincial,Saskatchewan,n/a,Knee Replacement,90th percentile,2011,Days,357
Provincial,Saskatchewan,n/a,Knee Replacement,Volume,2011,Number of cases,973
Provincial,Saskatchewan,n/a,Radiation Therapy,% meeting benchmark,2011,Proportion,99
Provincial,Saskatchewan,n/a,Radiation Therapy,50th percentile,2011,Days,6
Provincial,Saskatchewan,n/a,Radiation Therapy,90th percentile,2011,Days,17
Provincial,Saskatchewan,n/a,Radiation Therapy,Volume,2011,Number of cases,998
Provincial,Saskatchewan,n/a,Hip Fracture Repair,% meeting benchmark,2011,Proportion,84
Provincial,Saskatchewan,n/a,Hip Fracture Repair,50th percentile,2011,Hours,22
Provincial,Saskatchewan,n/a,Hip Fracture Repair,90th percentile,2011,Hours,67
Provincial,Saskatchewan,n/a,Hip Fracture Repair,Volume,2011,Number of cases,438
Provincial,Saskatchewan,n/a,Cataract Surgery,% meeting benchmark,2011,Proportion,58
Provincial,Saskatchewan,n/a,Cataract Surgery,50th percentile,2011,Days,90
Provincial,Saskatchewan,n/a,Cataract Surgery,90th percentile,2011,Days,242
Provincial,Saskatchewan,n/a,Cataract Surgery,Volume,2011,Number of cases,3020
Provincial,Saskatchewan,n/a,CABG,% meeting benchmark,2011,Proportion,100
Provincial,Saskatchewan,n/a,CABG,50th percentile,2011,Days,3
Provincial,Saskatchewan,n/a,CABG,90th percentile,2011,Days,27
Provincial,Saskatchewan,n/a,CABG,Volume,2011,Number of cases,255
Provincial,Saskatchewan,n/a,MRI Scan,50th percentile,2011,Days,48
Provincial,Saskatchewan,n/a,MRI Scan,90th percentile,2011,Days,148
Provincial,Saskatchewan,n/a,MRI Scan,Volume,2011,Number of cases,8766
Provincial,Saskatchewan,n/a,CT Scan,50th percentile,2011,Days,10
Provincial,Saskatchewan,n/a,CT Scan,90th percentile,2011,Days,39
Provincial,Saskatchewan,n/a,CT Scan,Volume,2011,Number of cases,9422
Provincial,Saskatchewan,n/a,Hip Replacement,% meeting benchmark,2012,Proportion,69
Provincial,Saskatchewan,n/a,Hip Replacement,50th percentile,2012,Days,120
Provincial,Saskatchewan,n/a,Hip Replacement,90th percentile,2012,Days,366
Provincial,Saskatchewan,n/a,Hip Replacement,Volume,2012,Number of cases,589
Provincial,Saskatchewan,n/a,Knee Replacement,% meeting benchmark,2012,Proportion,55
Provincial,Saskatchewan,n/a,Knee Replacement,50th percentile,2012,Days,165
Provincial,Saskatchewan,n/a,Knee Replacement,90th percentile,2012,Days,420
Provincial,Saskatchewan,n/a,Knee Replacement,Volume,2012,Number of cases,1061
Provincial,Saskatchewan,n/a,Radiation Therapy,% meeting benchmark,2012,Proportion,98
Provincial,Saskatchewan,n/a,Radiation Therapy,50th percentile,2012,Days,4
Provincial,Saskatchewan,n/a,Radiation Therapy,90th percentile,2012,Days,15
Provincial,Saskatchewan,n/a,Radiation Therapy,Volume,2012,Number of cases,992
Provincial,Saskatchewan,n/a,Hip Fracture Repair,% meeting benchmark,2012,Proportion,79
Provincial,Saskatchewan,n/a,Hip Fracture Repair,50th percentile,2012,Hours,24
Provincial,Saskatchewan,n/a,Hip Fracture Repair,90th percentile,2012,Hours,74
Provincial,Saskatchewan,n/a,Hip Fracture Repair,Volume,2012,Number of cases,337
Provincial,Saskatchewan,n/a,Cataract Surgery,% meeting benchmark,2012,Proportion,57
Provincial,Saskatchewan,n/a,Cataract Surgery,50th percentile,2012,Days,96
Provincial,Saskatchewan,n/a,Cataract Surgery,90th percentile,2012,Days,229
Provincial,Saskatchewan,n/a,Cataract Surgery,Volume,2012,Number of cases,3109
Provincial,Saskatchewan,n/a,CABG,50th percentile,2012,Days,4
Provincial,Saskatchewan,n/a,CABG,90th percentile,2012,Days,19
Provincial,Saskatchewan,n/a,CABG,Volume,2012,Number of cases,244
Provincial,Saskatchewan,n/a,Hip Replacement,% meeting benchmark,2013,Proportion,77
Provincial,Saskatchewan,n/a,Hip Replacement,50th percentile,2013,Days,99
Provincial,Saskatchewan,n/a,Hip Replacement,90th percentile,2013,Days,243
Provincial,Saskatchewan,n/a,Hip Replacement,Volume,2013,Number of cases,782
Provincial,Saskatchewan,n/a,Knee Replacement,% meeting benchmark,2013,Proportion,66
Provincial,Saskatchewan,n/a,Knee Replacement,50th percentile,2013,Days,128
Provincial,Saskatchewan,n/a,Knee Replacement,90th percentile,2013,Days,354
Provincial,Saskatchewan,n/a,Knee Replacement,Volume,2013,Number of cases,1501
Provincial,Saskatchewan,n/a,Radiation Therapy,% meeting benchmark,2013,Proportion,98
Provincial,Saskatchewan,n/a,Radiation Therapy,50th percentile,2013,Days,5
Provincial,Saskatchewan,n/a,Radiation Therapy,90th percentile,2013,Days,15
Provincial,Saskatchewan,n/a,Radiation Therapy,Volume,2013,Number of cases,1029
Provincial,Saskatchewan,n/a,Hip Fracture Repair,% meeting benchmark,2013,Proportion,82
Provincial,Saskatchewan,n/a,Hip Fracture Repair,50th percentile,2013,Hours,24
Provincial,Saskatchewan,n/a,Hip Fracture Repair,90th percentile,2013,Hours,67
Provincial,Saskatchewan,n/a,Hip Fracture Repair,Volume,2013,Number of cases,424
Provincial,Saskatchewan,n/a,Cataract Surgery,% meeting benchmark,2013,Proportion,70
Provincial,Saskatchewan,n/a,Cataract Surgery,50th percentile,2013,Days,67
Provincial,Saskatchewan,n/a,Cataract Surgery,90th percentile,2013,Days,179
Provincial,Saskatchewan,n/a,Cataract Surgery,Volume,2013,Number of cases,3573
Provincial,Saskatchewan,n/a,CABG,50th percentile,2013,Days,3
Provincial,Saskatchewan,n/a,CABG,90th percentile,2013,Days,19
Provincial,Saskatchewan,n/a,CABG,Volume,2013,Number of cases,253
Provincial,Saskatchewan,n/a,MRI Scan,50th percentile,2013,Days,28
Provincial,Saskatchewan,n/a,MRI Scan,90th percentile,2013,Days,88
Provincial,Saskatchewan,n/a,MRI Scan,Volume,2013,Number of cases,12100
Provincial,Saskatchewan,n/a,CT Scan,50th percentile,2013,Days,13
Provincial,Saskatchewan,n/a,CT Scan,90th percentile,2013,Days,51
Provincial,Saskatchewan,n/a,CT Scan,Volume,2013,Number of cases,12148
Provincial,Saskatchewan,n/a,Breast Cancer Surgery,50th percentile,2013,Days,17
Provincial,Saskatchewan,n/a,Breast Cancer Surgery,90th percentile,2013,Days,47
Provincial,Saskatchewan,n/a,Breast Cancer Surgery,Volume,2013,Number of cases,344
Provincial,Saskatchewan,n/a,Bladder Cancer Surgery,50th percentile,2013,Days,16
Provincial,Saskatchewan,n/a,Bladder Cancer Surgery,90th percentile,2013,Days,34
Provincial,Saskatchewan,n/a,Bladder Cancer Surgery,Volume,2013,Number of cases,229
Provincial,Saskatchewan,n/a,Colorectal Cancer Surgery,50th percentile,2013,Days,14
Provincial,Saskatchewan,n/a,Colorectal Cancer Surgery,90th percentile,2013,Days,35
Provincial,Saskatchewan,n/a,Colorectal Cancer Surgery,Volume,2013,Number of cases,282
Provincial,Saskatchewan,n/a,Lung Cancer Surgery,50th percentile,2013,Days,7
Provincial,Saskatchewan,n/a,Lung Cancer Surgery,90th percentile,2013,Days,20
Provincial,Saskatchewan,n/a,Lung Cancer Surgery,Volume,2013,Number of cases,72
Provincial,Saskatchewan,n/a,Prostate Cancer Surgery,50th percentile,2013,Days,51
Provincial,Saskatchewan,n/a,Prostate Cancer Surgery,90th percentile,2013,Days,136
Provincial,Saskatchewan,n/a,Prostate Cancer Surgery,Volume,2013,Number of cases,108
Provincial,Saskatchewan,n/a,Hip Replacement,% meeting benchmark,2014,Proportion,93
Provincial,Saskatchewan,n/a,Hip Replacement,50th percentile,2014,Days,63
Provincial,Saskatchewan,n/a,Hip Replacement,90th percentile,2014,Days,158
Provincial,Saskatchewan,n/a,Hip Replacement,Volume,2014,Number of cases,738
Provincial,Saskatchewan,n/a,Knee Replacement,% meeting benchmark,2014,Proportion,89
Provincial,Saskatchewan,n/a,Knee Replacement,50th percentile,2014,Days,70
Provincial,Saskatchewan,n/a,Knee Replacement,90th percentile,2014,Days,193
Provincial,Saskatchewan,n/a,Knee Replacement,Volume,2014,Number of cases,1417
Provincial,Saskatchewan,n/a,Radiation Therapy,% meeting benchmark,2014,Proportion,97
Provincial,Saskatchewan,n/a,Radiation Therapy,50th percentile,2014,Days,7
Provincial,Saskatchewan,n/a,Radiation Therapy,90th percentile,2014,Days,16
Provincial,Saskatchewan,n/a,Radiation Therapy,Volume,2014,Number of cases,1081
Provincial,Saskatchewan,n/a,Hip Fracture Repair,% meeting benchmark,2014,Proportion,79
Provincial,Saskatchewan,n/a,Hip Fracture Repair,50th percentile,2014,Hours,24
Provincial,Saskatchewan,n/a,Hip Fracture Repair,90th percentile,2014,Hours,68
Provincial,Saskatchewan,n/a,Hip Fracture Repair,Volume,2014,Number of cases,345
Provincial,Saskatchewan,n/a,Cataract Surgery,% meeting benchmark,2014,Proportion,88
Provincial,Saskatchewan,n/a,Cataract Surgery,50th percentile,2014,Days,40
Provincial,Saskatchewan,n/a,Cataract Surgery,90th percentile,2014,Days,119
Provincial,Saskatchewan,n/a,Cataract Surgery,Volume,2014,Number of cases,3850
Provincial,Saskatchewan,n/a,CABG,50th percentile,2014,Days,3
Provincial,Saskatchewan,n/a,CABG,90th percentile,2014,Days,13
Provincial,Saskatchewan,n/a,CABG,Volume,2014,Number of cases,218
Provincial,Saskatchewan,n/a,Breast Cancer Surgery,50th percentile,2014,Days,14
Provincial,Saskatchewan,n/a,Breast Cancer Surgery,90th percentile,2014,Days,33
Provincial,Saskatchewan,n/a,Breast Cancer Surgery,Volume,2014,Number of cases,356
Provincial,Saskatchewan,n/a,Bladder Cancer Surgery,50th percentile,2014,Days,15
Provincial,Saskatchewan,n/a,Bladder Cancer Surgery,90th percentile,2014,Days,27
Provincial,Saskatchewan,n/a,Bladder Cancer Surgery,Volume,2014,Number of cases,223
Provincial,Saskatchewan,n/a,Colorectal Cancer Surgery,50th percentile,2014,Days,15
Provincial,Saskatchewan,n/a,Colorectal Cancer Surgery,90th percentile,2014,Days,35
Provincial,Saskatchewan,n/a,Colorectal Cancer Surgery,Volume,2014,Number of cases,263
Provincial,Saskatchewan,n/a,Lung Cancer Surgery,50th percentile,2014,Days,14
Provincial,Saskatchewan,n/a,Lung Cancer Surgery,90th percentile,2014,Days,26
Provincial,Saskatchewan,n/a,Lung Cancer Surgery,Volume,2014,Number of cases,75
Provincial,Saskatchewan,n/a,Prostate Cancer Surgery,50th percentile,2014,Days,43
Provincial,Saskatchewan,n/a,Prostate Cancer Surgery,90th percentile,2014,Days,105
Provincial,Saskatchewan,n/a,Prostate Cancer Surgery,Volume,2014,Number of cases,79
Provincial,Saskatchewan,n/a,Hip Replacement,% meeting benchmark,2015,Proportion,100
Provincial,Saskatchewan,n/a,Hip Replacement,50th percentile,2015,Days,53
Provincial,Saskatchewan,n/a,Hip Replacement,90th percentile,2015,Days,128
Provincial,Saskatchewan,n/a,Hip Replacement,Volume,2015,Number of cases,794
Provincial,Saskatchewan,n/a,Knee Replacement,% meeting benchmark,2015,Proportion,99
Provincial,Saskatchewan,n/a,Knee Replacement,50th percentile,2015,Days,62
Provincial,Saskatchewan,n/a,Knee Replacement,90th percentile,2015,Days,130
Provincial,Saskatchewan,n/a,Knee Replacement,Volume,2015,Number of cases,1202
Provincial,Saskatchewan,n/a,Radiation Therapy,% meeting benchmark,2015,Proportion,97
Provincial,Saskatchewan,n/a,Radiation Therapy,50th percentile,2015,Days,8
Provincial,Saskatchewan,n/a,Radiation Therapy,90th percentile,2015,Days,20
Provincial,Saskatchewan,n/a,Radiation Therapy,Volume,2015,Number of cases,1001
Provincial,Saskatchewan,n/a,Hip Fracture Repair,% meeting benchmark,2015,Proportion,80
Provincial,Saskatchewan,n/a,Hip Fracture Repair,50th percentile,2015,Hours,25
Provincial,Saskatchewan,n/a,Hip Fracture Repair,90th percentile,2015,Hours,65
Provincial,Saskatchewan,n/a,Hip Fracture Repair,Volume,2015,Number of cases,532
Provincial,Saskatchewan,n/a,Cataract Surgery,% meeting benchmark,2015,Proportion,96
Provincial,Saskatchewan,n/a,Cataract Surgery,50th percentile,2015,Days,35
Provincial,Saskatchewan,n/a,Cataract Surgery,90th percentile,2015,Days,92
Provincial,Saskatchewan,n/a,Cataract Surgery,Volume,2015,Number of cases,3567
Provincial,Saskatchewan,n/a,CABG,50th percentile,2015,Days,4
Provincial,Saskatchewan,n/a,CABG,90th percentile,2015,Days,13
Provincial,Saskatchewan,n/a,CABG,Volume,2015,Number of cases,207
Provincial,Saskatchewan,n/a,MRI Scan,50th percentile,2015,Days,31
Provincial,Saskatchewan,n/a,MRI Scan,90th percentile,2015,Days,150
Provincial,Saskatchewan,n/a,MRI Scan,Volume,2015,Number of cases,11675
Provincial,Saskatchewan,n/a,CT Scan,50th percentile,2015,Days,21
Provincial,Saskatchewan,n/a,CT Scan,90th percentile,2015,Days,52
Provincial,Saskatchewan,n/a,CT Scan,Volume,2015,Number of cases,19799
Provincial,Saskatchewan,n/a,Breast Cancer Surgery,50th percentile,2015,Days,18
Provincial,Saskatchewan,n/a,Breast Cancer Surgery,90th percentile,2015,Days,35
Provincial,Saskatchewan,n/a,Breast Cancer Surgery,Volume,2015,Number of cases,397
Provincial,Saskatchewan,n/a,Bladder Cancer Surgery,50th percentile,2015,Days,16
Provincial,Saskatchewan,n/a,Bladder Cancer Surgery,90th percentile,2015,Days,29
Provincial,Saskatchewan,n/a,Bladder Cancer Surgery,Volume,2015,Number of cases,233
Provincial,Saskatchewan,n/a,Colorectal Cancer Surgery,50th percentile,2015,Days,16
Provincial,Saskatchewan,n/a,Colorectal Cancer Surgery,90th percentile,2015,Days,38
